feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
G__Parabacteroides.3	Time_c	Time_c	-0.0228584951580651	0.00267185094985643	500	135	3.06829905967739e-16	8.93283125255831e-16
G__Eubacterium__eligens__group	Time_c	Time_c	-0.0264972714241897	0.00309840532576817	500	477	3.14479578784956e-16	9.1106583853877e-16
G__Muribaculaceae.43	Time_c	Time_c	-0.0158258982403857	0.00185666139010684	500	92	3.85318917460502e-16	1.1108462449715e-15
G__Lachnospiraceae__NK4A136__group.6	Time_c	Time_c	-0.0249313209695513	0.00293348789096556	500	448	4.61543495249824e-16	1.32413692083809e-15
G__Bacteroides.14	Time_c	Time_c	-0.0211146839476212	0.0025017494515146	500	222	7.05417835402579e-16	2.01401903730881e-15
G__Bacteroides.13	Time_c	Time_c	-0.0234530363886133	0.00277965438741695	500	312	7.18588520187448e-16	2.0417587280326e-15
G__Parasutterella.6	Time_c	Time_c	-0.0220213352746376	0.00261176210921613	500	230	7.49116764846415e-16	2.11831582786714e-15
G__Sutterella	Time_c	Time_c	-0.0147896632651706	0.00175988028012984	500	204	9.1452401192907e-16	2.57373186214324e-15
G__Eubacterium__hallii__group.4	Time_c	Time_c	-0.0215233463971282	0.00256804675851647	500	489	1.07496409390365e-15	3.01091838624198e-15
G__Agathobacter.14	Time_c	Time_c	-0.0124837798451659	0.00149179078099313	500	82	1.17877930167889e-15	3.28612531741614e-15
S__Ruminococcus__callidus.1	Time_c	Time_c	-0.025366868570323	0.00305033636709946	500	105	1.71076630813522e-15	4.74677412257237e-15
S__Bacteroides__clarus	Time_c	Time_c	-0.0175311552862582	0.00211073066808017	500	185	1.84161666429274e-15	5.08596004017294e-15
G__Muribaculaceae.17	Time_c	Time_c	-0.0122379785501899	0.00147606123635088	500	125	2.04526547771093e-15	5.5961459944741e-15
S__Mogibacterium__sp..1	Time_c	Time_c	-0.0179223481369732	0.00216167147595555	500	105	2.04529193706668e-15	5.5961459944741e-15
G__Lachnospiraceae__FCS020__group.2	Time_c	Time_c	-0.0278155299352334	0.00335925198758109	500	393	2.20659591393378e-15	6.00966905592103e-15
F__Lachnospiraceae.37	Time_c	Time_c	-0.0262100912266892	0.00316719746646996	500	335	2.28289331677509e-15	6.18894472575265e-15
G__Muribaculaceae.15	Time_c	Time_c	-0.0125320368122661	0.00151801690961188	500	115	2.62967589520002e-15	7.09652262129321e-15
G__Lachnospiraceae__NK4A136__group.9	Time_c	Time_c	-0.0222735663786235	0.00270200826201886	500	475	2.86675070955809e-15	7.70113486067652e-15
G__Muribaculaceae.13	Time_c	Time_c	-0.0158421819718221	0.00193100649706387	500	114	3.78222189411029e-15	1.01144485946569e-14
G__Muribaculaceae.19	Time_c	Time_c	-0.0121726736353731	0.00148542413712391	500	117	4.04022226026226e-15	1.07557268279955e-14
G__Roseburia.1	Time_c	Time_c	-0.0317234783024921	0.00387770674199376	500	243	4.45128650422145e-15	1.17969072824882e-14
S__Bifidobacterium__bifidum	Time_c	Time_c	-0.0320264946645463	0.00392564954144714	500	241	5.22264440802572e-15	1.37793877015321e-14
G__Ruminococcus.14	Time_c	Time_c	-0.0165594804436652	0.00203158116560322	500	101	5.49495008631478e-15	1.44334022267201e-14
F__Oscillospiraceae.7	Time_c	Time_c	0.0329315270456923	0.00405376923768668	500	253	6.6570111855784e-15	1.74083788083046e-14
S__Bacteroides__massiliensis.7	Time_c	Time_c	-0.0188267242487024	0.00231805268215271	500	115	6.7460395246217e-15	1.75634773526494e-14
F__Ruminococcaceae.13	Time_c	Time_c	-0.0133580989947928	0.00164818026334385	500	111	7.60009232101095e-15	1.97002393057784e-14
G__Fournierella.2	Time_c	Time_c	-0.0190318614064111	0.00235108265772877	500	169	8.14036072836395e-15	2.10085292159961e-14
S__Bacteroides__stercoris.4	Time_c	Time_c	-0.0205789108842579	0.00254561528061335	500	383	8.78285816231498e-15	2.25681268431659e-14
G__Enterococcus.3	Time_c	Time_c	0.0228640369605547	0.00283784867931232	500	136	1.06208797494416e-14	2.71729001381818e-14
G__Anaerostipes.5	Time_c	Time_c	-0.0263923785403924	0.00329339830924754	500	464	1.43330114980613e-14	3.65121111868717e-14
G__Family__XIII__AD3011__group.3	Time_c	Time_c	0.0228979194666661	0.00286248262301395	500	202	1.58389893575134e-14	4.01752906021047e-14
G__Acidaminococcus	Time_c	Time_c	0.0227639948201589	0.00285180741532232	500	290	1.78211111097034e-14	4.5009729341174e-14
G__Clostridia__vadinBB60__group.3	Time_c	Time_c	-0.0177450420134053	0.00222778579548329	500	109	2.00423364499021e-14	5.04043440080516e-14
G__Muribaculaceae.42	Time_c	Time_c	-0.0147889164750929	0.00186030265661235	500	85	2.2321724124052e-14	5.58988938869268e-14
G__Muribaculaceae.28	Time_c	Time_c	-0.0162775616208308	0.00205048936234507	500	103	2.41417409616472e-14	6.02015565752468e-14
S__Bacteroides__vulgatus.21	Time_c	Time_c	-0.0114632708471167	0.00144477558772488	500	133	2.48319448550466e-14	6.16625185266074e-14
G__Muribaculaceae.59	Time_c	Time_c	-0.0166346616154239	0.00211212940870353	500	131	3.71360261337381e-14	9.18300897281976e-14
G__Muribaculaceae.55	Time_c	Time_c	-0.0117554138751794	0.0015035266820768	500	114	5.49349263946706e-14	1.35277256246876e-13
S__Bacteroides__uniformis.16	Time_c	Time_c	-0.0118705305288101	0.00152239298127311	500	305	6.35132708181221e-14	1.55752460802947e-13
S__Bacteroides__intestinalis.3	Time_c	Time_c	-0.0150184732035503	0.00193043869563307	500	186	7.15302137647895e-14	1.74687422871862e-13
G__Streptococcus.1	Time_c	Time_c	-0.0275249559338957	0.00354068406551941	500	214	7.44663745319105e-14	1.81109577565264e-13
S__Bacteroides__nordii.2	Time_c	Time_c	-0.0200518974550854	0.00261048947985202	500	207	1.39430431104931e-13	3.37718790094321e-13
S__Bacteroides__nordii.3	Time_c	Time_c	-0.0222452270087914	0.00292725264123312	500	155	2.41756487053056e-13	5.83175852442271e-13
G__Sutterella.1	Time_c	Time_c	-0.0131111003229251	0.00172601906762585	500	184	2.46994035475729e-13	5.9338810961852e-13
G__Butyricicoccus.6	Time_c	Time_c	-0.0236368258476942	0.00314585634212079	500	362	4.28084834515882e-13	1.0242839562708e-12
S__Phascolarctobacterium__faecium	Time_c	Time_c	-0.0205733168443973	0.00274509000677359	500	159	4.8575076600919e-13	1.157575414159e-12
S__Bacteroides__sartorii	Time_c	Time_c	-0.0184988923833069	0.00248392135337891	500	213	6.63399490559022e-13	1.57457469445937e-12
G__Allisonella.9	Time_c	Time_c	0.0256151845530698	0.00345872561904741	500	277	8.71854986565625e-13	2.06106518824114e-12
F__Ruminococcaceae.6	Time_c	Time_c	-0.0283802781204417	0.00385180648937229	500	341	1.11806852038776e-12	2.63258364760625e-12
C__Bacilli_RF39.16	Time_c	Time_c	-0.0188786920639554	0.00257985100874124	500	92	1.55295064590458e-12	3.64203901480003e-12
S__Ruminococcus__bicirculans.1	Time_c	Time_c	-0.0238136191570778	0.00326695897891631	500	300	1.8695486782655e-12	4.36720659626447e-12
F__Lachnospiraceae.23	Time_c	Time_c	-0.0308550594561518	0.00424078472911764	500	188	2.04005763232828e-12	4.74674827049611e-12
S__Bacteroides__intestinalis	Time_c	Time_c	-0.0172932527257067	0.00238833340963355	500	167	2.56040771542395e-12	5.9341214110414e-12
G__Phascolarctobacterium.1	Time_c	Time_c	-0.0219606755127762	0.0030393957716414	500	125	2.82789270122009e-12	6.52845541570732e-12
G__Monoglobus.5	Time_c	Time_c	-0.0241884726840565	0.00335207425887561	500	424	3.00419869693558e-12	6.90848805404252e-12
G__Agathobacter.19	Time_c	Time_c	-0.015729889221086	0.00221121435904714	500	91	5.79183624135441e-12	1.32673458086839e-11
G__Asteroleplasma	Time_c	Time_c	-0.0150890150089937	0.00212356695500818	500	81	6.10235897265901e-12	1.39246878488088e-11
G__Muribaculaceae.16	Time_c	Time_c	-0.0211325027271814	0.00301463821234301	500	111	1.11917786859866e-11	2.54397738593003e-11
G__Muribaculaceae.46	Time_c	Time_c	-0.0106242192172038	0.00151833961439971	500	129	1.21260895322103e-11	2.74579268717865e-11
G__Eubacterium__hallii__group.7	Time_c	Time_c	-0.0164809549141806	0.00236153878697886	500	480	1.36132903545639e-11	3.05910821275561e-11
G__Faecalibacterium.41	Time_c	Time_c	-0.0159979899224381	0.00229228125477494	500	100	1.35992103074836e-11	3.05910821275561e-11
G__Ruminococcus.10	Time_c	Time_c	-0.00842040514108063	0.00120669840275251	500	106	1.36865318019459e-11	3.06391677839017e-11
G__Anaerostipes	Time_c	Time_c	-0.0270052799965978	0.00387896047277293	500	404	1.51418024131816e-11	3.37690763252466e-11
G__Holdemanella.3	Time_c	Time_c	-0.0222871731561935	0.00320630585923407	500	349	1.62194156287833e-11	3.60363708143268e-11
G__Romboutsia.1	Time_c	Time_c	-0.0130659903242752	0.00188503730888181	500	482	1.83432216584249e-11	4.06024119855022e-11
G__Muribaculaceae.20	Time_c	Time_c	-0.0144830153188734	0.00209214170053025	500	152	1.93877289472968e-11	4.2754282865121e-11
G__Prevotella.46	Time_c	Time_c	0.0228643479350418	0.00330703925438702	500	243	2.04768370879664e-11	4.4988143936759e-11
S__Bacteroides__salyersiae.3	Time_c	Time_c	-0.0153008353610194	0.00224121874198177	500	152	3.51531646612344e-11	7.69463715362575e-11
S__Sutterella__wadsworthensis.4	Time_c	Time_c	-0.0253073522969124	0.00371456653208653	500	329	3.83386679787858e-11	8.36094198356547e-11
F__Oscillospiraceae_002.32	Time_c	Time_c	-0.0240005982211959	0.00352383161429871	500	449	3.88314570222298e-11	8.43727613975654e-11
G__Agathobacter.6	Time_c	Time_c	-0.00857378815336469	0.00126391694234438	500	63	4.59991913408356e-11	9.9580666968622e-11
G__Muribaculaceae.54	Time_c	Time_c	-0.012045610410959	0.00177883744208553	500	113	4.94947031489119e-11	1.06756823215354e-10
S__Alistipes__finegoldii.1	Time_c	Time_c	-0.0180053717429445	0.0026639522793147	500	102	5.35261726627387e-11	1.15032611067922e-10
F__Oscillospiraceae_005.11	Time_c	Time_c	-0.0220765336074865	0.00326837572525175	500	408	5.49619101051909e-11	1.17690177073072e-10
S__Bacteroides__finegoldii	Time_c	Time_c	-0.0130568769693823	0.00193542949042827	500	144	5.78534917953865e-11	1.23434706321565e-10
G__Barnesiella.7	Time_c	Time_c	-0.0150639148849242	0.00224587089281986	500	91	7.34077123813369e-11	1.55498057409929e-10
G__Sutterella.4	Time_c	Time_c	-0.0154692730392842	0.00230617670551891	500	175	7.32397455534547e-11	1.55498057409929e-10
G__Holdemanella	Time_c	Time_c	-0.0149087058921413	0.00222609652739389	500	136	7.8100688407178e-11	1.64848238745151e-10
G__Lachnospiraceae__ND3007__group.6	Time_c	Time_c	-0.0209066815431842	0.00312670454600218	500	192	8.33974093120353e-11	1.75401668695419e-10
S__Sutterellaceae__bacterium	Time_c	Time_c	-0.00935723952640516	0.00141002370829385	500	153	1.13223171023694e-10	2.37286858421998e-10
G__Bacteroides.11	Time_c	Time_c	-0.0215160774869891	0.0032535620784773	500	373	1.30264945166538e-10	2.72037394323053e-10
S__Alistipes__obesi.1	Time_c	Time_c	-0.0143222694911305	0.00217716703382546	500	174	1.6061445027718e-10	3.34236408851456e-10
G__Parasutterella.5	Time_c	Time_c	-0.0195425502621841	0.0029817602285552	500	401	1.859788413365e-10	3.85661386771479e-10
G__Faecalibacterium.4	Time_c	Time_c	-0.0152736230112602	0.00234073005540942	500	492	2.21158906904201e-10	4.57010188742597e-10
G__Faecalibacterium.1	Time_c	Time_c	-0.0135419318000059	0.00207577205596547	500	81	2.22952485388118e-10	4.59111215555323e-10
O__Rhodospirillales	Time_c	Time_c	-0.021444369605711	0.00329313875911179	500	281	2.39511599722637e-10	4.91497761930827e-10
G__Rikenellaceae__RC9__gut__group.15	Time_c	Time_c	-0.0124255255783982	0.00191149777365736	500	96	2.56428038752917e-10	5.24390902778456e-10
G__Lachnospira.2	Time_c	Time_c	-0.0231134160458659	0.00361914057342785	500	402	5.04222586643771e-10	1.02757085760851e-09
G__Colidextribacter.1	Time_c	Time_c	-0.0186217299312649	0.00291612967603517	500	246	5.06214086622616e-10	1.02808427901706e-09
G__Muribaculaceae.9	Time_c	Time_c	-0.0117366252947476	0.00183870682173736	500	171	5.14276085441214e-10	1.04088070717725e-09
S__Bacteroides__salyersiae	Time_c	Time_c	-0.0137313955426034	0.00215212189392941	500	198	5.22483026148022e-10	1.05388214489243e-09
F__Oscillospiraceae_002.25	Time_c	Time_c	0.00888320562311143	0.00140301530567108	500	106	6.9619896777096e-10	1.39950200664162e-09
G__Oscillospira	Time_c	Time_c	-0.0237725339823101	0.00377924610000619	500	359	8.85699294186564e-10	1.7744009588619e-09
G__Prevotella.17	Time_c	Time_c	0.0202822895017842	0.00323048072168229	500	453	9.49083145219831e-10	1.89495992846257e-09
G__Muribaculaceae.5	Time_c	Time_c	-0.0156426003641883	0.00249446467115368	500	186	9.91300903796427e-10	1.97258866715047e-09
S__Bacteroides__uniformis.11	Time_c	Time_c	-0.0129286811603993	0.00206190067981477	500	76	9.95059975231111e-10	1.97342431329391e-09
G__Flavonifractor.1	Time_c	Time_c	-0.0209451537049584	0.00334087060436774	500	162	1.00029795846316e-09	1.97717757007267e-09
G__Muribaculaceae.12	Time_c	Time_c	-0.0147229367810834	0.0023513594476706	500	250	1.04733658848947e-09	2.06325307932427e-09
S__Dialister__sp..1	Time_c	Time_c	-0.02119691077101	0.00339003927079445	500	223	1.10189952453709e-09	2.16353029568578e-09
G__Clostridia__UCG_014.6	Time_c	Time_c	-0.0229431821089212	0.0036725560867028	500	253	1.1376371733624e-09	2.2263032101231e-09
G__Dorea.19	Time_c	Time_c	0.0181631425823285	0.00292441825907062	500	459	1.40362949706658e-09	2.73777238536749e-09
S__Bacteroides__vulgatus.28	Time_c	Time_c	-0.0126553010180398	0.00204160741922417	500	90	1.50556410959429e-09	2.92693548937575e-09
S__Sutterellaceae__bacterium.1	Time_c	Time_c	-0.011382354555117	0.00184923195249298	500	143	1.93313050498142e-09	3.7458364867017e-09
S__Bacteroides__ovatus.8	Time_c	Time_c	-0.00805576597759082	0.00131139505658942	500	99	2.0739332908155e-09	4.00553782637895e-09
G__Muribaculaceae.2	Time_c	Time_c	-0.00815096859414559	0.00133048243992147	500	111	2.27992996825405e-09	4.38905085093858e-09
G__NK4A214__group.4	Time_c	Time_c	-0.015558388275951	0.00254321112452376	500	471	2.3960839529115e-09	4.59768057198278e-09
S__Bacteroides__stercorirosoris	Time_c	Time_c	-0.0154639961405872	0.00254233982983892	500	128	2.92455926102534e-09	5.59357450895137e-09
C__Bacilli_RF39.4	Time_c	Time_c	-0.016624927277342	0.00273368438512396	500	178	2.94245700740835e-09	5.60965190767205e-09
G__Lachnoclostridium.6	Time_c	Time_c	-0.0198682534506906	0.00327134062157117	500	382	3.08048965107897e-09	5.85392084819188e-09
G__Lachnospira.1	Time_c	Time_c	-0.0248681656713944	0.00409686826390864	500	242	3.14018648421352e-09	5.94823785951984e-09
G__Clostridia__UCG_014.18	Time_c	Time_c	0.0207487653529645	0.00343241265912643	500	277	3.61926307506905e-09	6.833816221616e-09
G__Megasphaera.2	Time_c	Time_c	0.00960649798189747	0.00159317486301494	500	79	3.94276254562366e-09	7.42093205243179e-09
F__Lachnospiraceae.5	Time_c	Time_c	-0.0231377778200914	0.00384077543834726	500	395	4.06773605845713e-09	7.63184765253384e-09
F__Ruminococcaceae.4	Time_c	Time_c	-0.0203235898239484	0.00338388936909643	500	386	4.5080319664878e-09	8.43116105124775e-09
S__Bacteroides__ovatus.10	Time_c	Time_c	-0.00859959787499434	0.00143257075304683	500	102	4.58654410150806e-09	8.5509386876696e-09
F__Oscillospiraceae_002.21	Time_c	Time_c	0.0141777140849871	0.0023709388558935	500	489	5.2219524576991e-09	9.70494937893135e-09
G__Prevotella.14	Time_c	Time_c	-0.0106047565826094	0.00179092411348597	500	85	7.23414911969073e-09	1.34024518173581e-08
F__Oscillospiraceae_005.14	Time_c	Time_c	-0.0174101568289501	0.00299016273631669	500	471	1.24927108691593e-08	2.30724753864786e-08
F__Enterobacteriaceae.5	Time_c	Time_c	0.0236346061499059	0.00408473226939782	500	222	1.52465669443201e-08	2.80707821311314e-08
G__Clostridium__sensu__stricto__1	Time_c	Time_c	-0.0166810768596477	0.00288675760321933	500	418	1.58924646107491e-08	2.91690887731451e-08
G__Lachnospiraceae__NK4A136__group.22	Time_c	Time_c	-0.0209003523298208	0.0036291691665846	500	284	1.76727188428798e-08	3.2336151195486e-08
F__Oscillospiraceae_003.1	Time_c	Time_c	-0.0150668085041896	0.00262562604245204	500	477	1.97678795699246e-08	3.6058076622918e-08
G__vadinBE97	Time_c	Time_c	-0.0163427931265761	0.00284913749679395	500	143	2.00180698769667e-08	3.64020901454994e-08
G__Muribaculaceae.27	Time_c	Time_c	-0.0107661373640911	0.00187819961859712	500	81	2.04448702079586e-08	3.70641665426489e-08
G__Muribaculaceae.4	Time_c	Time_c	-0.00807881809951964	0.00140965010608764	500	111	2.05646515215477e-08	3.71673059609623e-08
G__Parasutterella.11	Time_c	Time_c	-0.0171082165325407	0.0029857733792704	500	202	2.06953560660573e-08	3.72894982775606e-08
G__Dorea.6	Time_c	Time_c	-0.00900162836487852	0.00157627739251668	500	110	2.29642070879176e-08	4.1251812732399e-08
G__Anaerostipes.3	Time_c	Time_c	-0.0223181131887194	0.00391568477916236	500	283	2.43719804259257e-08	4.36480013082488e-08
F__Oscillospiraceae_002.9	Time_c	Time_c	0.0159116403017714	0.00279856354987093	500	244	2.62861579686194e-08	4.69338953457826e-08
G__Muribaculaceae.3	Time_c	Time_c	-0.00800842179848014	0.00141411114064224	500	109	2.96551384865689e-08	5.27897194143441e-08
G__Lachnospiraceae__UCG_004.5	Time_c	Time_c	-0.0167012592742192	0.00297441050678683	500	462	3.83884372390304e-08	6.81308300548558e-08
G__Sutterella.24	Time_c	Time_c	0.0155972498264876	0.00277893959150427	500	165	3.88660232836931e-08	6.87719154510856e-08
F__Lachnospiraceae.47	Time_c	Time_c	-0.0197693647924008	0.00352546541680858	500	331	3.993097808284e-08	7.04453971550999e-08
G__Christensenellaceae__R_7__group.3	Time_c	Time_c	-0.013785463689148	0.00247119181940356	500	469	4.66176471304077e-08	8.19971114704492e-08
G__Sutterella.20	Time_c	Time_c	-0.0181230866075202	0.00328701544202034	500	178	6.56850124955568e-08	1.15192410637609e-07
F__Lachnospiraceae.29	Time_c	Time_c	0.0167218313861164	0.00305649036726256	500	384	8.21198674599085e-08	1.43588288960964e-07
F__Oscillospiraceae_005.3	Time_c	Time_c	-0.00841751285344439	0.00154544707260126	500	160	9.32017304762945e-08	1.62484432777257e-07
S__Ruminococcus__callidus.2	Time_c	Time_c	-0.0130842890306556	0.00240670484942627	500	100	9.82056701784523e-08	1.70704561986663e-07
G__Prevotella.16	Time_c	Time_c	0.0192985133266809	0.0035553790868901	500	314	1.02704701405966e-07	1.78001403316499e-07
G__Acidaminococcus.1	Time_c	Time_c	0.00662608249691289	0.00122464556523537	500	105	1.12380428679386e-07	1.94201267103851e-07
G__Bacteroidales__RF16__group	Time_c	Time_c	0.0137680383873613	0.00255555507223889	500	106	1.26646658487173e-07	2.18216254128044e-07
G__Muribaculaceae.23	Time_c	Time_c	-0.00791869321455581	0.00147628029060253	500	111	1.42978985478988e-07	2.45641222145587e-07
G__Butyricicoccus.3	Time_c	Time_c	-0.0175826270799778	0.00331317544826184	500	240	1.91510731641307e-07	3.28066209855109e-07
S__Lactococcus__lactis	Time_c	Time_c	0.023123453619732	0.00436030918241979	500	206	1.95169497147604e-07	3.33367551486225e-07
G__Lachnospiraceae__UCG_004.1	Time_c	Time_c	-0.0190908426400958	0.00361680835341574	500	249	2.2141162652205e-07	3.77101646324298e-07
G__Anaerostipes.4	Time_c	Time_c	-0.0251510985859124	0.00476752635559795	500	226	2.24654450716925e-07	3.81525230958916e-07
S__Bacteroides__ovatus.11	Time_c	Time_c	-0.00831986353642861	0.00160285255061276	500	91	3.4458998727865e-07	5.83532041494791e-07
G__Marvinbryantia.2	Time_c	Time_c	-0.0157774650118065	0.00304963422484763	500	378	3.75367993899999e-07	6.33835669699713e-07
G__Asteroleplasma.4	Time_c	Time_c	-0.0195786270866222	0.00381382954635926	500	319	4.58057894124805e-07	7.71259873013561e-07
S__Bifidobacterium__adolescentis	Time_c	Time_c	0.0155187467657753	0.0030495054866357	500	488	5.71294583681426e-07	9.59190622033304e-07
G__Blautia.23	Time_c	Time_c	-0.01290139359346	0.00253731398444247	500	483	5.83453793394389e-07	9.76830571943581e-07
G__NK4A214__group.6	Time_c	Time_c	0.0144919196647274	0.00286770287453782	500	290	6.80051651928438e-07	1.13534046974493e-06
G__Fournierella	Time_c	Time_c	-0.012922822405756	0.00255881949039421	500	251	6.90760552995566e-07	1.14997038540952e-06
F__Oscillospiraceae_002.23	Time_c	Time_c	0.0104956947712978	0.00208850612362051	500	231	7.80023815078244e-07	1.29492717615518e-06
G__Eubacterium__eligens__group.7	Time_c	Time_c	-0.0142140755723716	0.00283800727577666	500	172	8.47347459138322e-07	1.39883337528142e-06
G__Prevotella.5	Time_c	Time_c	-0.00749014493110243	0.00149547033699277	500	127	8.47000193215792e-07	1.39883337528142e-06
G__Clostridia__UCG_014.52	Time_c	Time_c	-0.0131178638781832	0.0026329841754425	500	157	9.63004359092514e-07	1.58533586691832e-06
F__Lachnospiraceae.15	Time_c	Time_c	-0.0160513282655409	0.00323652459899101	500	281	1.07475579941655e-06	1.76439077070884e-06
G__Megasphaera	Time_c	Time_c	0.00943242719017981	0.00190551046874982	500	96	1.12437864815302e-06	1.84074177578515e-06
S__Ruminococcus__callidus	Time_c	Time_c	-0.0159618729769776	0.00323395571453819	500	95	1.20492907284612e-06	1.96716321008856e-06
G__Clostridia__UCG_014.49	Time_c	Time_c	-0.0150166168041846	0.00304615276432146	500	362	1.24026804435683e-06	2.01927937800244e-06
G__Muribaculaceae.14	Time_c	Time_c	-0.00540336619043009	0.00109627251861545	500	124	1.24532070808883e-06	2.0219355452761e-06
F__Lachnospiraceae.10	Time_c	Time_c	-0.0115551202123504	0.00234994672967055	500	475	1.31706664238647e-06	2.1325654401381e-06
G__Phascolarctobacterium.32	Time_c	Time_c	-0.00628758271298311	0.00128268224390361	500	90	1.41708180923426e-06	2.28823865917336e-06
G__Klebsiella.4	Time_c	Time_c	0.0162313602068118	0.00331704793300372	500	138	1.47645920934337e-06	2.377622323493e-06
G__Dorea.16	Time_c	Time_c	-0.00728176520289283	0.00148827842678884	500	158	1.4804917905421e-06	2.37763763100646e-06
O__Oscillospirales_010.19	Time_c	Time_c	-0.0170393644725843	0.00348325219076537	500	328	1.48719838454728e-06	2.38193562403101e-06
G__Coprococcus.8	Time_c	Time_c	-0.008665547364507	0.00179300853347266	500	492	1.96693915806056e-06	3.14178660111835e-06
G__Sutterella.8	Time_c	Time_c	-0.0122619553606139	0.00254208455257741	500	133	2.05609924752728e-06	3.27534947517149e-06
F__Flavobacteriaceae.1	Time_c	Time_c	-0.0153229779057181	0.00318808476340865	500	302	2.23036334541965e-06	3.54339983102961e-06
G__Faecalibacterium.33	Time_c	Time_c	0.00951410801310751	0.00198592411705128	500	230	2.39959708290279e-06	3.80204256299075e-06
G__Muribaculaceae.6	Time_c	Time_c	-0.0102931662919351	0.00215814497257975	500	93	2.65176749367857e-06	4.19035986300544e-06
G__Faecalibacterium.20	Time_c	Time_c	0.0148136231127745	0.00314248027229079	500	179	3.43309301569616e-06	5.41055459273715e-06
G__Sutterella.2	Time_c	Time_c	-0.00822520399590792	0.001746106168498	500	103	3.48748268228703e-06	5.48165496072244e-06
G__Prevotella.63	Time_c	Time_c	-0.00755193853841067	0.00160360694670647	500	111	3.50777361362684e-06	5.49892362242298e-06
S__Bacteroides__thetaiotaomicron.1	Time_c	Time_c	-0.0087360327641107	0.00186202802992124	500	143	3.80634676427242e-06	5.95119295683863e-06
